ID,FIFA,Name,Club
/player/215914/ngolo-kante/170099/,17,N'Golo Kanté,Chelsea
/player/163631/leighton-baines/170099/,17,Leighton Baines,Everton
/player/163824/ashley-williams/170099/,17,Ashley Williams,Everton
/player/171833/daniel-sturridge/170099/,17,Daniel Sturridge,Liverpool
/player/180819/adam-lallana/170099/,17,Adam Lallana,Liverpool
/player/197061/joel-matip/170099/,17,Joel Matip,Liverpool
/player/201942/roberto-firmino-barbosa-de-oliveira/170099/,17,Roberto Firmino Barbosa de Oliveira,Liverpool
/player/192366/nicolas-otamendi/170099/,17,Nicolás Otamendi,Manchester City
/player/202652/raheem-sterling/170099/,17,Raheem Sterling,Manchester City
/player/189881/chris-smalling/170099/,17,Chris Smalling,Manchester United
/player/201862/marcos-rojo/170099/,17,Marcos Rojo,Manchester United
/player/225508/eric-bailly/170099/,17,Eric Bailly,Manchester United
/player/203376/virgil-van-dijk/170099/,17,Virgil van Dijk,Southampton
/player/172871/jan-vertonghen/170099/,17,Jan Vertonghen,Tottenham Hotspur
/player/163587/kasper-schmeichel/170099/,17,Kasper Schmeichel,Leicester City
/player/163705/steve-mandanda/170099/,17,Steve Mandanda,Crystal Palace
/player/199482/anthony-lopes/170099/,17,Anthony Lopes,Olympique Lyonnais
/player/218667/bernardo-mota-carvalho-e-silva/170099/,17,Bernardo Mota Carvalho e Silva,Monaco
/player/161648/hatem-ben-arfa/170099/,17,Hatem Ben Arfa,Paris Saint Germain
/player/191180/javier-pastore/170099/,17,Javier Pastore,Paris Saint Germain
/player/202166/julian-draxler/170099/,17,Julian Draxler,Paris Saint Germain
/player/207865/marcos-aoas-correa/170099/,17,Marcos Aoas Corrêa,Paris Saint Germain
/player/190483/douglas-costa-de-souza/170099/,17,Douglas Costa de Souza,FC Bayern München
/player/173771/lukasz-piszczek/170099/,17,Łukasz Piszczek,Borussia Dortmund
/player/189117/roman-burki/170099/,17,Roman Bürki,Borussia Dortmund
/player/177683/yann-sommer/170099/,17,Yann Sommer,Borussia Mönchengladbach
/player/182212/anthony-modeste/170099/,17,Anthony Modeste,FC Köln
/player/200316/timo-horn/170099/,17,Timo Horn,FC Köln
/player/185239/omer-toprak/170099/,17,Ömer Toprak,Bayer 04 Leverkusen
/player/202857/karim-bellarabi/170099/,17,Karim Bellarabi,Bayer 04 Leverkusen
/player/171919/ronaldo-aparecido-rodrigues/170099/,17,Ronaldo Aparecido Rodrigues,Schalke 04
/player/146760/juan-francisco-torres-belen/170099/,17,Juan Francisco Torres Belén,Atlético Madrid
/player/176600/kevin-gameiro/170099/,17,Kévin Gameiro,Atlético Madrid
/player/216460/jose-maria-gimenez/170099/,17,José María Giménez,Atlético Madrid
/player/205600/samuel-umtiti/170099/,17,Samuel Umtiti,FC Barcelona
/player/211575/andre-filipe-tavares-gomes/170099/,17,André Filipe Tavares Gomes,FC Barcelona
/player/192629/iago-aspas-juncal/170099/,17,Iago Aspas Juncal,Celta de Vigo
/player/215316/geronimo-rulli/170099/,17,Gerónimo Rulli,Real Sociedad
/player/139068/luis-carlos-almeida-da-cunha/170099/,17,Luís Carlos Almeida da Cunha,Valencia
/player/170481/ezequiel-garay/170099/,17,Ezequiel Garay,Valencia
/player/187936/steven-nzonzi/170099/,17,Steven N'Zonzi,Sevilla
/player/199715/victor-machin-perez/170099/,17,Víctor Machín Pérez,Sevilla
/player/186547/mateo-musacchio/170099/,17,Mateo Musacchio,Villarreal
/player/53612/per-mertesacker/170099/,17,Per Mertesacker,Arsenal
/player/199503/granit-xhaka/170099/,17,Granit Xhaka,Arsenal
/player/172175/kevin-mirallas/170099/,17,Kevin Mirallas,Everton
/player/177358/morgan-schneiderlin/170099/,17,Morgan Schneiderlin,Everton
/player/180216/seamus-coleman/170099/,17,Séamus Coleman,Everton
/player/193474/idrissa-gueye/170099/,17,Idrissa Gueye,Everton
/player/183711/jordan-henderson/170099/,17,Jordan Henderson,Liverpool
/player/190456/nathaniel-clyne/170099/,17,Nathaniel Clyne,Liverpool
/player/203775/loris-karius/170099/,17,Loris Karius,Liverpool
/player/208722/sadio-mane/170099/,17,Sadio Mané,Liverpool
/player/135507/fernando-luiz-rosa/170099/,17,Fernando Luiz Rosa,Manchester City
/player/174543/claudio-bravo/170099/,17,Claudio Bravo,Manchester City
/player/222492/leroy-sane/170099/,17,Leroy Sané,Manchester City
/player/21146/michael-carrick/170099/,17,Michael Carrick,Manchester United
/player/54050/wayne-rooney/170099/,17,Wayne Rooney,Manchester United
/player/167905/antonio-valencia/170099/,17,Antonio Valencia,Manchester United
/player/211300/anthony-martial/170099/,17,Anthony Martial,Manchester United
/player/106573/victor-valdes-arribas/170099/,17,Victor Valdés Arribas,Middlesbrough
/player/162240/moussa-dembele/170099/,17,Moussa Dembélé,Tottenham Hotspur
/player/188377/kyle-walker/170099/,17,Kyle Walker,Tottenham Hotspur
/player/211117/dele-alli/170099/,17,Dele Alli,Tottenham Hotspur
/player/171791/jose-miguel-da-rocha-fonte/170099/,17,José Miguel da Rocha Fonte,West Ham United
/player/217699/islam-slimani/170099/,17,Islam Slimani,Leicester City
/player/183285/mamadou-sakho/170099/,17,Mamadou Sakho,Crystal Palace
/player/184200/marko-arnautovic/170099/,17,Marko Arnautović,Stoke City
/player/193348/xherdan-shaqiri/170099/,17,Xherdan Shaqiri,Stoke City
/player/203042/jack-butland/170099/,17,Jack Butland,Stoke City
/player/189461/jack-wilshere/170099/,17,Jack Wilshere,AFC Bournemouth
/player/184484/gylfi-sigurdhsson/170099/,17,Gylfi Sigurðsson,Swansea City
/player/139968/vincent-enyeama/170099/,17,Vincent Enyeama,Lille
/player/162347/joao-filipe-moutinho/170099/,17,João Filipe Moutinho,Monaco
/player/167397/radamel-falcao-garcia-zarate/170099/,17,Radamel Falcao García Zarate,Monaco
/player/158625/dante-bonfim-costa-santos/170099/,17,Dante Bonfim Costa Santos,Nice
/player/188943/kevin-trapp/170099/,17,Kevin Trapp,Paris Saint Germain
/player/197242/grzegorz-krychowiak/170099/,17,Grzegorz Krychowiak,Paris Saint Germain
/player/197853/serge-aurier/170099/,17,Serge Aurier,Paris Saint Germain
/player/200949/lucas-rodrigues-m-silva/170099/,17,Lucas Rodrigues M. Silva,Paris Saint Germain
/player/158121/benoit-costil/170099/,17,Benoît Costil,Rennes
/player/52091/patrice-evra/170099/,17,Patrice Evra,Olympique Marseille
/player/159147/loic-perrin/170099/,17,Loïc Perrin,Saint-Étienne
/player/167431/gonzalo-castro/170099/,17,Gonzalo Castro,Borussia Dortmund
/player/189358/shinji-kagawa/170099/,17,Shinji Kagawa,Borussia Dortmund
/player/192318/mario-gotze/170099/,17,Mario Götze,Borussia Dortmund
/player/144622/raffael-caetano-de-araujo/170099/,17,Raffael Caetano de Araújo,Borussia Mönchengladbach
/player/177457/lars-bender/170099/,17,Lars Bender,Bayer 04 Leverkusen
/player/178224/javier-hernandez/170099/,17,Javier Hernández,Bayer 04 Leverkusen
/player/195365/kevin-kampl/170099/,17,Kevin Kampl,Bayer 04 Leverkusen
/player/213331/jonathan-tah/170099/,17,Jonathan Tah,Bayer 04 Leverkusen
/player/150418/mario-gomez/170099/,17,Mario Gómez,VfL Wolfsburg
/player/185221/luiz-gustavo-dias/170099/,17,Luiz Gustavo Dias,VfL Wolfsburg
/player/212190/niklas-sule/170099/,17,Niklas Süle,TSG Hoffenheim
/player/146954/gabriel-fernandez-arenas/170099/,17,Gabriel Fernández Arenas,Atlético Madrid
/player/204639/stefan-savic/170099/,17,Stefan Savić,Atlético Madrid
/player/201153/alvaro-borja-morata-martin/170099/,17,Álvaro Borja Morata Martín,Real Madrid
/player/208618/lucas-vazquez-iglesias/170099/,17,Lucas Vázquez Iglesias,Real Madrid
/player/220834/marco-asensio-willemsen/170099/,17,Marco Asensio Willemsen,Real Madrid
/player/177600/benat-etxebarria-urkiaga/170099/,17,Beñat Etxebarria Urkiaga,Athletic Club
/player/146748/diego-lopez-rodriguez/170099/,17,Diego López Rodríguez,Espanyol
/player/169416/carlos-vela/170099/,17,Carlos Vela,Real Sociedad
/player/198164/jonathan-viera-ramos/170099/,17,Jonathan Viera Ramos,Las Palmas
/player/204277/roque-mesa-quevedo/170099/,17,Roque Mesa Quevedo,Las Palmas
/player/165239/samir-nasri/170099/,17,Samir Nasri,Sevilla
/player/183280/adil-rami/170099/,17,Adil Rami,Sevilla
/player/189560/vicente-iborra-de-la-fuente/170099/,17,Vicente Iborra de la Fuente,Sevilla
/player/207471/franco-vazquez/170099/,17,Franco Vázquez,Sevilla
/player/193469/victor-ruiz-torre/170099/,17,Víctor Ruíz Torre,Villarreal
/player/206545/manuel-trigueros-munoz/170099/,17,Manuel Trigueros Muñoz,Villarreal
/player/203483/davy-klaassen/170099/,17,Davy Klaassen,Ajax
/player/208670/hakim-ziyech/170099/,17,Hakim Ziyech,Ajax
/player/164859/theo-walcott/170099/,17,Theo Walcott,Arsenal
/player/199354/lucas-perez-martinez/170099/,17,Lucas Pérez Martínez,Arsenal
/player/13732/john-terry/170099/,17,John Terry,Chelsea
/player/188253/james-mccarthy/170099/,17,James McCarthy,Everton
/player/199189/ross-barkley/170099/,17,Ross Barkley,Everton
/player/181291/georginio-wijnaldum/170099/,17,Georginio Wijnaldum,Liverpool
/player/195086/dejan-lovren/170099/,17,Dejan Lovren,Liverpool
/player/163419/bacary-sagna/170099/,17,Bacary Sagna,Manchester City
/player/199561/manuel-agudo-duran/170099/,17,Manuel Agudo Durán,Manchester City
/player/190815/daley-blind/170099/,17,Daley Blind,Manchester United
/player/169595/danny-rose/170099/,17,Danny Rose,Tottenham Hotspur
/player/170368/erik-lamela/170099/,17,Erik Lamela,Tottenham Hotspur
/player/208830/jamie-vardy/170099/,17,Jamie Vardy,Leicester City
/player/50542/jermain-defoe/170099/,17,Jermain Defoe,Sunderland
/player/189250/salomon-rondon/170099/,17,Salomón Rondón,West Bromwich Albion
/player/193061/roberto-pereyra/170099/,17,Roberto Pereyra,Watford
/player/184111/christian-benteke/170099/,17,Christian Benteke,Crystal Palace
/player/116494/cedric-carrasso/170099/,17,Cédric Carrasso,Bordeaux
/player/177326/mathieu-valbuena/170099/,17,Mathieu Valbuena,Olympique Lyonnais
/player/219683/corentin-tolisso/170099/,17,Corentin Tolisso,Olympique Lyonnais
/player/209499/fabio-henrique-tavares/170099/,17,Fábio Henrique Tavares,Monaco
/player/186627/mario-balotelli/170099/,17,Mario Balotelli,Nice
/player/216451/jean-michael-seri/170099/,17,Jean Michaël Seri,Nice
/player/49370/thiago-motta/170099/,17,Thiago Motta,Paris Saint Germain
/player/210008/adrien-rabiot/170099/,17,Adrien Rabiot,Paris Saint Germain
/player/204970/florian-thauvin/170099/,17,Florian Thauvin,Olympique Marseille
/player/210896/morgan-sanson/170099/,17,Morgan Sanson,Olympique Marseille
/player/177458/sven-bender/170099/,17,Sven Bender,Borussia Dortmund
/player/193130/andre-schurrle/170099/,17,André Schürrle,Borussia Dortmund
/player/198141/marc-bartra-aregall/170099/,17,Marc Bartra Aregall,Borussia Dortmund
/player/222028/julian-weigl/170099/,17,Julian Weigl,Borussia Dortmund
/player/231443/ousmane-dembele/170099/,17,Ousmane Dembélé,Borussia Dortmund
/player/187072/lars-stindl/170099/,17,Lars Stindl,Borussia Mönchengladbach
/player/208334/jonas-hector/170099/,17,Jonas Hector,FC Köln
/player/200641/yevhen-konoplyanka/170099/,17,Yevhen Konoplyanka,Schalke 04
/player/209658/leon-goretzka/170099/,17,Leon Goretzka,Schalke 04
/player/183574/max-kruse/170099/,17,Max Kruse,Werder Bremen
/player/104389/rune-almenning-jarstein/170099/,17,Rune Almenning Jarstein,Hertha BSC
/player/158232/salomon-kalou/170099/,17,Salomon Kalou,Hertha BSC
/player/176993/bojan-krkic-perez/170099/,17,Bojan Krkić Pérez,FSV Mainz 05
/player/190941/lukas-hradecky/170099/,17,Lukáš Hrádecký,Eintracht Frankfurt
/player/208448/emil-forsberg/170099/,17,Emil Forsberg,RB Leipzig
/player/49369/fernando-jose-torres-sanz/170099/,17,Fernando José Torres Sanz,Atlético Madrid
/player/110677/miguel-angel-moya-rumbo/170099/,17,Miguel Ángel Moyá Rumbo,Atlético Madrid
/player/176915/augusto-fernandez/170099/,17,Augusto Fernández,Atlético Madrid
/player/112316/jeremy-mathieu/170099/,17,Jérémy Mathieu,FC Barcelona
/player/199987/jasper-cillessen/170099/,17,Jasper Cillessen,FC Barcelona
/player/207410/mateo-kovacic/170099/,17,Mateo Kovačić,Real Madrid
/player/171579/raul-garcia-escudero/170099/,17,Raúl García Escudero,Athletic Club
/player/185132/mikel-san-jose-dominguez/170099/,17,Mikel San José Domínguez,Athletic Club
/player/189574/ander-iturraspe-derteano/170099/,17,Ander Iturraspe Derteano,Athletic Club
/player/190149/oscar-de-marcos-arana/170099/,17,Oscar De Marcos Arana,Athletic Club
/player/115909/ruben-castro-martin/170099/,17,Rubén Castro Martín,Real Betis
/player/178086/antonio-adan-garrido/170099/,17,Antonio Adán Garrido,Real Betis
/player/204525/inigo-martinez-berridi/170099/,17,Iñigo Martínez Berridi,Real Sociedad
/player/189513/daniel-parejo-munoz/170099/,17,Daniel Parejo Muñoz,Valencia
/player/192492/fabian-orellana/170099/,17,Fabián Orellana,Valencia
/player/159240/michael-krohn-dehli/170099/,17,Michael Krohn-Dehli,Sevilla
/player/177635/benoit-tremoulinas/170099/,17,Benoît Trémoulinas,Sevilla
/player/189156/daniel-filipe-martins-carrico/170099/,17,Daniel Filipe Martins Carriço,Sevilla
/player/199451/wissam-ben-yedder/170099/,17,Wissam Ben Yedder,Sevilla
/player/206652/sergio-rico-gonzalez/170099/,17,Sergio Rico González,Sevilla
/player/192789/mario-gaspar-perez-martinez/170099/,17,Mario Gaspar Pérez Martínez,Villarreal
/player/198951/cedric-bakambu/170099/,17,Cédric Bakambu,Villarreal
/player/210617/samuel-castillejo-azuaga/170099/,17,Samuel Castillejo Azuaga,Villarreal
/player/111661/carlos-idriss-kameni/170099/,17,Carlos Idriss Kameni,Málaga
/player/188005/ignacio-camacho-barnola/170099/,17,Ignacio Camacho Barnola,Málaga
/player/171897/andres-guardado/170099/,17,Andrés Guardado,PSV
/player/173432/hector-moreno/170099/,17,Héctor Moreno,PSV
/player/177604/ignacio-monreal-eraso/170099/,17,Ignacio Monreal Eraso,Arsenal
/player/186146/danny-welbeck/170099/,17,Danny Welbeck,Arsenal
/player/198784/alex-oxlade-chamberlain/170099/,17,Alex Oxlade-Chamberlain,Arsenal
/player/203747/hector-bellerin-moruno/170099/,17,Héctor Bellerín Moruno,Arsenal
/player/204311/kurt-zouma/170099/,17,Kurt Zouma,Chelsea
/player/204529/michy-batshuayi/170099/,17,Michy Batshuayi,Chelsea
/player/6826/gareth-barry/170099/,17,Gareth Barry,Everton
/player/53914/phil-jagielka/170099/,17,Phil Jagielka,Everton
/player/138412/james-milner/170099/,17,James Milner,Liverpool
/player/173426/simon-mignolet/170099/,17,Simon Mignolet,Liverpool
/player/176266/lucas-pezzini-leiva/170099/,17,Lucas Pezzini Leiva,Liverpool
/player/142784/pablo-zabaleta/170099/,17,Pablo Zabaleta,Manchester City
/player/185103/aleksandar-kolarov/170099/,17,Aleksandar Kolarov,Manchester City
/player/203574/john-stones/170099/,17,John Stones,Manchester City
/player/173373/sergio-romero/170099/,17,Sergio Romero,Manchester United
/player/184392/matteo-darmian/170099/,17,Matteo Darmian,Manchester United
/player/194957/phil-jones/170099/,17,Phil Jones,Manchester United
/player/146439/alvaro-negredo-sanchez/170099/,17,Álvaro Negredo Sánchez,Middlesbrough
/player/169705/ryan-bertrand/170099/,17,Ryan Bertrand,Southampton
/player/182495/martin-caceres/170099/,17,Martín Cáceres,Southampton
/player/198683/manolo-gabbiadini/170099/,17,Manolo Gabbiadini,Southampton
/player/199434/dusan-tadic/170099/,17,Dušan Tadić,Southampton
/player/137677/michel-vorm/170099/,17,Michel Vorm,Tottenham Hotspur
/player/188942/victor-wanyama/170099/,17,Victor Wanyama,Tottenham Hotspur
/player/200104/heung-min-son/170099/,17,Heung Min Son,Tottenham Hotspur
/player/176285/winston-reid/170099/,17,Winston Reid,West Ham United
/player/176571/andre-ayew/170099/,17,André Ayew,West Ham United
/player/183855/angelo-ogbonna/170099/,17,Angelo Ogbonna,West Ham United
/player/188988/manuel-lanzini/170099/,17,Manuel Lanzini,West Ham United
/player/190717/michail-antonio/170099/,17,Michail Antonio,West Ham United
/player/186132/danny-drinkwater/170099/,17,Danny Drinkwater,Leicester City
/player/186148/ron-robert-zieler/170099/,17,Ron-Robert Zieler,Leicester City
/player/163155/ben-foster/170099/,17,Ben Foster,West Bromwich Albion
/player/183108/nordin-amrabat/170099/,17,Nordin Amrabat,Watford
/player/167943/yohan-cabaye/170099/,17,Yohan Cabaye,Crystal Palace
/player/198717/wilfried-zaha/170099/,17,Wilfried Zaha,Crystal Palace
/player/169596/ryan-shawcross/170099/,17,Ryan Shawcross,Stoke City
/player/189963/wilfried-bony/170099/,17,Wilfried Bony,Stoke City
/player/164835/lukasz-fabianski/170099/,17,Łukasz Fabiański,Swansea City
/player/112253/jeremy-toulalan/170099/,17,Jérémy Toulalan,Bordeaux
/player/193116/maxime-gonalons/170099/,17,Maxime Gonalons,Olympique Lyonnais
/player/216594/nabil-fekir/170099/,17,Nabil Fekir,Olympique Lyonnais
/player/203280/valere-germain/170099/,17,Valère Germain,Monaco
/player/213565/thomas-lemar/170099/,17,Thomas Lemar,Monaco
/player/188388/ryad-boudebouz/170099/,17,Ryad Boudebouz,Montpellier
/player/193738/younes-belhanda/170099/,17,Younès Belhanda,Nice
/player/193105/alphonse-areola/170099/,17,Alphonse Areola,Paris Saint Germain
/player/201510/layvin-kurzawa/170099/,17,Layvin Kurzawa,Paris Saint Germain
/player/212622/joshua-kimmich/170099/,17,Joshua Kimmich,FC Bayern München
/player/213345/kingsley-coman/170099/,17,Kingsley Coman,FC Bayern München
/player/188802/marcel-schmelzer/170099/,17,Marcel Schmelzer,Borussia Dortmund
/player/209889/raphael-guerreiro/170099/,17,Raphaël Guerreiro,Borussia Dortmund
/player/183909/ibrahima-traore/170099/,17,Ibrahima Traoré,Borussia Mönchengladbach
/player/190034/thimothee-kolodziejczak/170099/,17,Thimothée Kolodziejczak,Borussia Mönchengladbach
/player/198077/patrick-herrmann/170099/,17,Patrick Herrmann,Borussia Mönchengladbach
/player/203486/thorgan-hazard/170099/,17,Thorgan Hazard,Borussia Mönchengladbach
/player/121933/rene-adler/170099/,17,René Adler,Hamburger SV
/player/200610/kevin-volland/170099/,17,Kevin Volland,Bayer 04 Leverkusen
/player/212194/julian-brandt/170099/,17,Julian Brandt,Bayer 04 Leverkusen
/player/172316/jorge-andujar-moreno/170099/,17,Jorge Andújar Moreno,Schalke 04
/player/205362/matija-nastasic/170099/,17,Matija Nastasić,Schalke 04
/player/162369/vedad-ibisevic/170099/,17,Vedad Ibišević,Hertha BSC
/player/204082/john-brooks/170099/,17,John Brooks,Hertha BSC
/player/192565/yunus-malli/170099/,17,Yunus Mallı,VfL Wolfsburg
/player/193352/ricardo-rodriguez/170099/,17,Ricardo Rodríguez,VfL Wolfsburg
/player/193886/daniel-didavi/170099/,17,Daniel Didavi,VfL Wolfsburg
/player/198118/josuha-guilavogui/170099/,17,Josuha Guilavogui,VfL Wolfsburg
/player/201533/paul-georges-ntep/170099/,17,Paul-Georges Ntep,VfL Wolfsburg
/player/193698/oliver-baumann/170099/,17,Oliver Baumann,TSG Hoffenheim
/player/137351/daniel-baier/170099/,17,Daniel Baier,FC Augsburg
/player/190243/marwin-hitz/170099/,17,Marwin Hitz,FC Augsburg
/player/220971/naby-keita/170099/,17,Naby Keïta,RB Leipzig
